#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2022 06 19 02 00 999 99.0 99.0  1.14 10.00  5.38 242 9999.0 999.0  10.0 999.0 99.0 99.00
2022 06 19 02 30 999 99.0 99.0  1.01 10.53  5.42 248 9999.0 999.0  10.0 999.0 99.0 99.00
2022 06 19 03 00 999 99.0 99.0  1.01 10.53  6.05 241 9999.0 999.0   9.9 999.0 99.0 99.00
2022 06 19 03 30 999 99.0 99.0  1.13 10.00  6.36 246 9999.0 999.0   9.9 999.0 99.0 99.00
2022 06 19 04 00 999 99.0 99.0  1.10 10.00  6.88 247 9999.0 999.0  10.9 999.0 99.0 99.00
2022 06 19 04 30 999 99.0 99.0  1.03 10.53  6.63 243 9999.0 999.0  11.1 999.0 99.0 99.00
2022 06 19 05 00 999 99.0 99.0  1.07 10.00  6.90 248 9999.0 999.0  11.3 999.0 99.0 99.00
2022 06 19 05 30 999 99.0 99.0  1.05 10.00  6.79 244 9999.0 999.0  11.7 999.0 99.0 99.00
2022 06 19 06 00 999 99.0 99.0  1.09 10.00  6.85 249 9999.0 999.0  11.6 999.0 99.0 99.00
2022 06 19 06 30 999 99.0 99.0  1.12 10.00  6.72 246 9999.0 999.0  11.8 999.0 99.0 99.00
2022 06 19 07 00 999 99.0 99.0  1.09 10.00  6.55 247 9999.0 999.0  12.1 999.0 99.0 99.00
2022 06 19 07 30 999 99.0 99.0  1.04 10.00  6.26 244 9999.0 999.0  12.0 999.0 99.0 99.00
2022 06 19 08 00 999 99.0 99.0  1.08  9.52  6.40 247 9999.0 999.0  11.9 999.0 99.0 99.00
2022 06 19 08 30 999 99.0 99.0  1.03  9.52  6.15 245 9999.0 999.0  11.9 999.0 99.0 99.00
2022 06 19 09 00 999 99.0 99.0  1.13  9.52  6.76 241 9999.0 999.0  11.8 999.0 99.0 99.00
2022 06 19 09 30 999 99.0 99.0  1.17 10.00  6.53 241 9999.0 999.0  12.2 999.0 99.0 99.00
2022 06 19 10 00 999 99.0 99.0  1.16  9.52  6.60 242 9999.0 999.0  12.3 999.0 99.0 99.00
2022 06 19 10 30 999 99.0 99.0  1.10 10.00  6.45 239 9999.0 999.0  12.4 999.0 99.0 99.00
2022 06 19 11 00 999 99.0 99.0  1.09 10.00  6.46 239 9999.0 999.0  12.4 999.0 99.0 99.00
2022 06 19 11 30 999 99.0 99.0  1.06 10.00  6.37 240 9999.0 999.0  12.4 999.0 99.0 99.00
2022 06 19 12 00 999 99.0 99.0  1.15  9.52  6.54 243 9999.0 999.0  12.4 999.0 99.0 99.00
2022 06 19 12 30 999 99.0 99.0  1.06 10.00  6.43 243 9999.0 999.0  12.4 999.0 99.0 99.00
2022 06 19 13 00 999 99.0 99.0  1.08 10.00  6.78 245 9999.0 999.0  12.4 999.0 99.0 99.00
2022 06 19 13 30 999 99.0 99.0  1.02 10.00  6.43 243 9999.0 999.0  12.5 999.0 99.0 99.00
2022 06 19 14 00 999 99.0 99.0  1.09  9.52  6.65 244 9999.0 999.0  12.5 999.0 99.0 99.00
2022 06 19 14 30 999 99.0 99.0  1.02  9.52  6.41 246 9999.0 999.0  12.6 999.0 99.0 99.00
2022 06 19 15 00 999 99.0 99.0  1.05  9.09  6.53 246 9999.0 999.0  12.7 999.0 99.0 99.00
2022 06 19 15 30 999 99.0 99.0  1.12 10.00  6.67 236 9999.0 999.0  12.8 999.0 99.0 99.00
2022 06 19 16 00 999 99.0 99.0  1.24  9.52  6.81 243 9999.0 999.0  12.9 999.0 99.0 99.00
2022 06 19 16 30 999 99.0 99.0  1.26  9.09  6.94 241 9999.0 999.0  13.1 999.0 99.0 99.00
2022 06 19 17 00 999 99.0 99.0  1.34  9.09  6.97 240 9999.0 999.0  13.2 999.0 99.0 99.00
2022 06 19 17 30 999 99.0 99.0  1.23  9.52  6.79 241 9999.0 999.0  13.3 999.0 99.0 99.00
2022 06 19 18 00 999 99.0 99.0  1.27  9.52  6.79 244 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 19 18 30 999 99.0 99.0  1.23  9.09  6.75 245 9999.0 999.0  13.5 999.0 99.0 99.00
2022 06 19 19 00 999 99.0 99.0  1.21  9.52  6.38 242 9999.0 999.0  13.5 999.0 99.0 99.00
2022 06 19 19 30 999 99.0 99.0  1.22  7.41  6.38 262 9999.0 999.0  13.6 999.0 99.0 99.00
2022 06 19 20 00 999 99.0 99.0  1.21  9.09  6.17 250 9999.0 999.0  13.7 999.0 99.0 99.00
2022 06 19 20 30 999 99.0 99.0  1.17  9.09  5.79 244 9999.0 999.0  13.6 999.0 99.0 99.00
2022 06 19 21 00 999 99.0 99.0  1.21  9.52  5.75 243 9999.0 999.0  13.3 999.0 99.0 99.00
2022 06 19 21 30 999 99.0 99.0  1.17  8.33  4.94 252 9999.0 999.0  13.1 999.0 99.0 99.00
2022 06 19 22 00 999 99.0 99.0  1.18  7.69  4.77 257 9999.0 999.0  13.1 999.0 99.0 99.00
2022 06 19 22 30 999 99.0 99.0  1.16  8.33  4.57 251 9999.0 999.0  12.9 999.0 99.0 99.00
2022 06 19 23 00 999 99.0 99.0  1.17  8.70  4.68 252 9999.0 999.0  12.7 999.0 99.0 99.00
2022 06 19 23 30 999 99.0 99.0  1.16  8.70  4.49 248 9999.0 999.0  12.5 999.0 99.0 99.00
2022 06 20 00 00 999 99.0 99.0  1.20  8.00  4.35 260 9999.0 999.0  12.2 999.0 99.0 99.00
2022 06 20 00 30 999 99.0 99.0  1.28  8.70  4.56 250 9999.0 999.0  12.0 999.0 99.0 99.00
2022 06 20 01 00 999 99.0 99.0  1.24  7.41  4.61 262 9999.0 999.0  11.7 999.0 99.0 99.00
2022 06 20 01 30 999 99.0 99.0  1.25  8.33  4.59 254 9999.0 999.0  11.4 999.0 99.0 99.00
2022 06 20 02 00 999 99.0 99.0  1.18  7.69  4.51 256 9999.0 999.0  11.1 999.0 99.0 99.00
2022 06 20 02 30 999 99.0 99.0  1.10  7.69  4.69 257 9999.0 999.0  10.9 999.0 99.0 99.00
2022 06 20 03 00 999 99.0 99.0  1.10  8.00  5.32 254 9999.0 999.0  10.8 999.0 99.0 99.00
2022 06 20 03 30 999 99.0 99.0  0.99  8.70  5.37 247 9999.0 999.0  10.8 999.0 99.0 99.00
2022 06 20 04 00 999 99.0 99.0  1.00  8.70  5.38 246 9999.0 999.0  10.8 999.0 99.0 99.00
2022 06 20 04 30 999 99.0 99.0  0.95  9.09  5.24 244 9999.0 999.0  11.1 999.0 99.0 99.00
2022 06 20 05 00 999 99.0 99.0  0.90  9.09  5.34 242 9999.0 999.0  12.6 999.0 99.0 99.00
2022 06 20 05 30 999 99.0 99.0  0.96  8.70  5.72 244 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 20 06 00 999 99.0 99.0  0.95  8.70  5.41 245 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 20 06 30 999 99.0 99.0  0.97 15.38  5.49 238 9999.0 999.0  13.8 999.0 99.0 99.00
2022 06 20 07 00 999 99.0 99.0  1.04  8.70  5.61 243 9999.0 999.0  13.7 999.0 99.0 99.00
2022 06 20 07 30 999 99.0 99.0  1.09 15.38  6.06 236 9999.0 999.0  13.6 999.0 99.0 99.00
2022 06 20 08 00 999 99.0 99.0  1.10  8.33  5.80 256 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 20 08 30 999 99.0 99.0  1.10 15.38  5.99 237 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 20 09 00 999 99.0 99.0  1.21 14.29  6.42 236 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 20 09 30 999 99.0 99.0  1.13 15.38  5.96 241 9999.0 999.0  13.3 999.0 99.0 99.00
2022 06 20 10 00 999 99.0 99.0  1.15  8.70  6.11 242 9999.0 999.0  13.3 999.0 99.0 99.00
2022 06 20 10 30 999 99.0 99.0  1.18  8.33  6.03 247 9999.0 999.0  13.2 999.0 99.0 99.00
2022 06 20 11 00 999 99.0 99.0  1.12  8.33  5.91 250 9999.0 999.0  13.1 999.0 99.0 99.00
2022 06 20 11 30 999 99.0 99.0  1.16 14.29  6.26 240 9999.0 999.0  13.1 999.0 99.0 99.00
2022 06 20 12 00 999 99.0 99.0  1.14 14.29  6.14 238 9999.0 999.0  13.0 999.0 99.0 99.00
2022 06 20 12 30 999 99.0 99.0  1.07 15.38  5.96 236 9999.0 999.0  12.9 999.0 99.0 99.00
2022 06 20 13 00 999 99.0 99.0  1.03 14.29  5.88 236 9999.0 999.0  12.9 999.0 99.0 99.00
2022 06 20 13 30 999 99.0 99.0  1.08 14.29  5.99 233 9999.0 999.0  12.9 999.0 99.0 99.00
2022 06 20 14 00 999 99.0 99.0  1.08 14.29  6.23 233 9999.0 999.0  12.9 999.0 99.0 99.00
2022 06 20 14 30 999 99.0 99.0  1.15 14.29  6.41 234 9999.0 999.0  13.0 999.0 99.0 99.00
2022 06 20 15 00 999 99.0 99.0  1.13  8.33  6.16 246 9999.0 999.0  13.1 999.0 99.0 99.00
2022 06 20 15 30 999 99.0 99.0  1.16  8.70  6.23 246 9999.0 999.0  13.2 999.0 99.0 99.00
2022 06 20 16 00 999 99.0 99.0  1.12  8.70  6.14 248 9999.0 999.0  13.3 999.0 99.0 99.00
2022 06 20 16 30 999 99.0 99.0  1.15  8.33  6.20 244 9999.0 999.0  13.3 999.0 99.0 99.00
2022 06 20 17 00 999 99.0 99.0  1.11  8.70  6.07 241 9999.0 999.0  13.6 999.0 99.0 99.00
2022 06 20 17 30 999 99.0 99.0  1.11  8.33  6.04 250 9999.0 999.0  14.0 999.0 99.0 99.00
2022 06 20 18 00 999 99.0 99.0  1.06  8.33  5.86 246 9999.0 999.0  14.0 999.0 99.0 99.00
2022 06 20 18 30 999 99.0 99.0  1.06  8.00  5.86 254 9999.0 999.0  14.2 999.0 99.0 99.00
2022 06 20 19 00 999 99.0 99.0  1.02  8.33  5.64 252 9999.0 999.0  14.4 999.0 99.0 99.00
2022 06 20 19 30 999 99.0 99.0  1.06  8.00  5.46 253 9999.0 999.0  14.0 999.0 99.0 99.00
2022 06 20 20 00 999 99.0 99.0  1.02  8.33  5.27 250 9999.0 999.0  13.8 999.0 99.0 99.00
2022 06 20 20 30 999 99.0 99.0  0.96  8.33  5.08 249 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 20 21 00 999 99.0 99.0  0.99  8.33  4.89 254 9999.0 999.0  14.0 999.0 99.0 99.00
2022 06 20 21 30 999 99.0 99.0  1.11  8.33  4.85 250 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 20 22 00 999 99.0 99.0  1.08  8.00  4.44 259 9999.0 999.0  13.7 999.0 99.0 99.00
2022 06 20 22 30 999 99.0 99.0  1.15  8.33  4.51 255 9999.0 999.0  13.5 999.0 99.0 99.00
2022 06 20 23 00 999 99.0 99.0  1.15  7.41  4.58 258 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 20 23 30 999 99.0 99.0  1.12  8.00  4.63 258 9999.0 999.0  13.1 999.0 99.0 99.00
2022 06 21 00 00 999 99.0 99.0  1.07  7.69  4.53 262 9999.0 999.0  12.8 999.0 99.0 99.00
2022 06 21 00 30 999 99.0 99.0  1.13  6.67  4.56 263 9999.0 999.0  12.6 999.0 99.0 99.00
2022 06 21 01 00 999 99.0 99.0  1.14  8.00  4.63 259 9999.0 999.0  12.3 999.0 99.0 99.00
2022 06 21 01 30 999 99.0 99.0  1.08  6.67  4.85 267 9999.0 999.0  12.2 999.0 99.0 99.00
2022 06 21 02 00 999 99.0 99.0  1.04  6.06  4.78 268 9999.0 999.0  12.1 999.0 99.0 99.00
2022 06 21 02 30 999 99.0 99.0  0.97 14.29  5.12 234 9999.0 999.0  12.2 999.0 99.0 99.00
2022 06 21 03 00 999 99.0 99.0  0.93 14.29  5.17 228 9999.0 999.0  12.5 999.0 99.0 99.00
2022 06 21 03 30 999 99.0 99.0  0.91 15.38  5.11 233 9999.0 999.0  13.2 999.0 99.0 99.00
2022 06 21 04 00 999 99.0 99.0  0.85 14.29  5.38 240 9999.0 999.0  13.6 999.0 99.0 99.00
2022 06 21 04 30 999 99.0 99.0  0.91 14.29  5.82 237 9999.0 999.0  13.5 999.0 99.0 99.00
2022 06 21 05 00 999 99.0 99.0  0.93 14.29  6.01 240 9999.0 999.0  13.1 999.0 99.0 99.00
2022 06 21 05 30 999 99.0 99.0  1.01 14.29  6.38 236 9999.0 999.0  13.1 999.0 99.0 99.00
2022 06 21 06 00 999 99.0 99.0  0.96 14.29  6.24 239 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 21 06 30 999 99.0 99.0  1.08 14.29  6.80 240 9999.0 999.0  14.4 999.0 99.0 99.00
2022 06 21 07 00 999 99.0 99.0  1.05 14.29  6.56 243 9999.0 999.0  14.8 999.0 99.0 99.00
2022 06 21 07 30 999 99.0 99.0  1.02 14.29  6.46 244 9999.0 999.0  14.8 999.0 99.0 99.00
2022 06 21 08 00 999 99.0 99.0  1.06 14.29  6.69 240 9999.0 999.0  14.7 999.0 99.0 99.00
2022 06 21 08 30 999 99.0 99.0  1.02 14.29  6.48 239 9999.0 999.0  14.7 999.0 99.0 99.00
2022 06 21 09 00 999 99.0 99.0  1.06 14.29  6.74 236 9999.0 999.0  14.5 999.0 99.0 99.00
2022 06 21 09 30 999 99.0 99.0  1.04 14.29  7.06 236 9999.0 999.0  14.4 999.0 99.0 99.00
2022 06 21 10 00 999 99.0 99.0  0.98 14.29  7.08 234 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 21 10 30 999 99.0 99.0  1.09 13.33  7.73 236 9999.0 999.0  14.0 999.0 99.0 99.00
2022 06 21 11 00 999 99.0 99.0  1.02 14.29  7.56 234 9999.0 999.0  14.0 999.0 99.0 99.00
2022 06 21 11 30 999 99.0 99.0  1.07 13.33  7.47 236 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 21 12 00 999 99.0 99.0  1.04 14.29  7.29 235 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 21 12 30 999 99.0 99.0  1.02 14.29  7.24 233 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 21 13 00 999 99.0 99.0  1.05 14.29  7.50 242 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 21 13 30 999 99.0 99.0  0.96 14.29  7.29 230 9999.0 999.0  14.2 999.0 99.0 99.00
2022 06 21 14 00 999 99.0 99.0  1.05 13.33  7.36 234 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 21 14 30 999 99.0 99.0  0.97 14.29  7.32 233 9999.0 999.0  14.2 999.0 99.0 99.00
2022 06 21 15 00 999 99.0 99.0  0.99 13.33  7.13 234 9999.0 999.0  14.2 999.0 99.0 99.00
2022 06 21 15 30 999 99.0 99.0  1.06 13.33  7.55 236 9999.0 999.0  14.3 999.0 99.0 99.00
2022 06 21 16 00 999 99.0 99.0  1.00 13.33  7.12 236 9999.0 999.0  14.4 999.0 99.0 99.00
2022 06 21 16 30 999 99.0 99.0  1.00 13.33  6.98 236 9999.0 999.0  14.4 999.0 99.0 99.00
2022 06 21 17 00 999 99.0 99.0  1.03 13.33  7.67 235 9999.0 999.0  14.5 999.0 99.0 99.00
2022 06 21 17 30 999 99.0 99.0  0.95 13.33  6.97 240 9999.0 999.0  14.6 999.0 99.0 99.00
2022 06 21 18 00 999 99.0 99.0  0.95 13.33  6.76 236 9999.0 999.0  14.7 999.0 99.0 99.00
2022 06 21 18 30 999 99.0 99.0  0.91 13.33  6.28 232 9999.0 999.0  14.7 999.0 99.0 99.00
2022 06 21 19 00 999 99.0 99.0  0.94 13.33  6.75 233 9999.0 999.0  14.9 999.0 99.0 99.00
2022 06 21 19 30 999 99.0 99.0  1.00 13.33  7.15 236 9999.0 999.0  15.0 999.0 99.0 99.00
2022 06 21 20 00 999 99.0 99.0  0.92 13.33  6.21 233 9999.0 999.0  14.9 999.0 99.0 99.00
2022 06 21 20 30 999 99.0 99.0  0.93 13.33  5.73 236 9999.0 999.0  14.8 999.0 99.0 99.00
2022 06 21 21 00 999 99.0 99.0  0.96 13.33  6.01 234 9999.0 999.0  14.9 999.0 99.0 99.00
2022 06 21 21 30 999 99.0 99.0  1.00 13.33  6.02 236 9999.0 999.0  14.9 999.0 99.0 99.00
2022 06 21 22 00 999 99.0 99.0  0.97 12.50  5.86 236 9999.0 999.0  14.9 999.0 99.0 99.00
2022 06 21 22 30 999 99.0 99.0  0.96 13.33  5.65 233 9999.0 999.0  14.9 999.0 99.0 99.00
2022 06 21 23 00 999 99.0 99.0  0.99 13.33  5.63 232 9999.0 999.0  14.9 999.0 99.0 99.00
2022 06 21 23 30 999 99.0 99.0  1.05 12.50  5.28 237 9999.0 999.0  14.5 999.0 99.0 99.00
2022 06 22 00 00 999 99.0 99.0  0.99 12.50  4.98 237 9999.0 999.0  14.3 999.0 99.0 99.00
2022 06 22 00 30 999 99.0 99.0  0.95 12.50  4.84 227 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 22 01 00 999 99.0 99.0  1.01 12.50  4.70 241 9999.0 999.0  13.6 999.0 99.0 99.00
2022 06 22 01 30 999 99.0 99.0  1.02 12.50  4.74 236 9999.0 999.0  13.2 999.0 99.0 99.00
2022 06 22 02 00 999 99.0 99.0  1.00 12.50  4.94 244 9999.0 999.0  13.1 999.0 99.0 99.00
2022 06 22 02 30 999 99.0 99.0  0.90 12.50  4.87 245 9999.0 999.0  13.0 999.0 99.0 99.00
2022 06 22 03 00 999 99.0 99.0  0.86 12.50  5.41 248 9999.0 999.0  13.0 999.0 99.0 99.00
2022 06 22 03 30 999 99.0 99.0  0.87 12.50  6.46 235 9999.0 999.0  13.1 999.0 99.0 99.00
2022 06 22 04 00 999 99.0 99.0  0.84 12.50  6.61 239 9999.0 999.0  13.2 999.0 99.0 99.00
2022 06 22 04 30 999 99.0 99.0  0.84 12.50  6.34 238 9999.0 999.0  13.2 999.0 99.0 99.00
2022 06 22 05 00 999 99.0 99.0  0.86 12.50  6.26 237 9999.0 999.0  13.2 999.0 99.0 99.00
2022 06 22 05 30 999 99.0 99.0  0.94 12.50  6.10 236 9999.0 999.0  13.2 999.0 99.0 99.00
2022 06 22 06 00 999 99.0 99.0  0.88 12.50  5.93 238 9999.0 999.0  12.9 999.0 99.0 99.00
2022 06 22 06 30 999 99.0 99.0  0.90 12.50  6.91 238 9999.0 999.0  12.9 999.0 99.0 99.00
2022 06 22 07 00 999 99.0 99.0  0.94 12.50  7.07 231 9999.0 999.0  13.0 999.0 99.0 99.00
2022 06 22 07 30 999 99.0 99.0  0.96 12.50  7.42 234 9999.0 999.0  13.2 999.0 99.0 99.00
2022 06 22 08 00 999 99.0 99.0  0.92 12.50  7.11 239 9999.0 999.0  13.5 999.0 99.0 99.00
2022 06 22 08 30 999 99.0 99.0  0.96 13.33  7.39 230 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 22 09 00 999 99.0 99.0  0.94 12.50  7.44 234 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 22 09 30 999 99.0 99.0  1.12 12.50  8.18 233 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 22 10 00 999 99.0 99.0  1.09 12.50  8.39 234 9999.0 999.0  14.2 999.0 99.0 99.00
2022 06 22 10 30 999 99.0 99.0  1.10 12.50  8.26 238 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 22 11 00 999 99.0 99.0  0.99 12.50  7.73 233 9999.0 999.0  14.0 999.0 99.0 99.00
2022 06 22 11 30 999 99.0 99.0  1.01 12.50  8.25 238 9999.0 999.0  14.0 999.0 99.0 99.00
2022 06 22 12 00 999 99.0 99.0  1.04 12.50  8.34 236 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 22 12 30 999 99.0 99.0  1.00 12.50  7.67 233 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 22 13 00 999 99.0 99.0  0.94 11.76  7.72 232 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 22 13 30 999 99.0 99.0  0.99 11.76  8.03 236 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 22 14 00 999 99.0 99.0  1.02 12.50  8.29 236 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 22 14 30 999 99.0 99.0  1.06 11.76  8.55 241 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 22 15 00 999 99.0 99.0  0.96 12.50  7.26 235 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 22 15 30 999 99.0 99.0  0.99 11.76  7.53 240 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 22 16 00 999 99.0 99.0  0.97 11.76  6.64 235 9999.0 999.0  14.2 999.0 99.0 99.00
2022 06 22 16 30 999 99.0 99.0  1.09 11.76  6.90 233 9999.0 999.0  14.4 999.0 99.0 99.00
2022 06 22 17 00 999 99.0 99.0  1.07 11.76  6.74 237 9999.0 999.0  14.9 999.0 99.0 99.00
2022 06 22 17 30 999 99.0 99.0  1.06 11.11  6.83 235 9999.0 999.0  14.7 999.0 99.0 99.00
2022 06 22 18 00 999 99.0 99.0  1.07 11.76  6.95 237 9999.0 999.0  14.6 999.0 99.0 99.00
2022 06 22 18 30 999 99.0 99.0  1.00 11.76  6.20 236 9999.0 999.0  14.8 999.0 99.0 99.00
2022 06 22 19 00 999 99.0 99.0  1.09 11.76  6.61 234 9999.0 999.0  14.7 999.0 99.0 99.00
2022 06 22 19 30 999 99.0 99.0  1.07 11.11  6.62 231 9999.0 999.0  14.7 999.0 99.0 99.00
2022 06 22 20 00 999 99.0 99.0  0.96 11.11  6.10 233 9999.0 999.0  14.8 999.0 99.0 99.00
2022 06 22 22 30 999 99.0 99.0  0.89 11.76  6.04 235 9999.0 999.0  14.6 999.0 99.0 99.00
2022 06 23 01 30 999 99.0 99.0  0.88 11.11  6.34 236 9999.0 999.0  14.5 999.0 99.0 99.00
2022 06 23 02 00 999 99.0 99.0  0.90 20.00  6.32 201 9999.0 999.0  14.6 999.0 99.0 99.00
2022 06 23 02 30 999 99.0 99.0  0.84 11.11  5.98 234 9999.0 999.0  14.6 999.0 99.0 99.00
2022 06 23 03 00 999 99.0 99.0  0.88 11.11  6.98 238 9999.0 999.0  14.7 999.0 99.0 99.00
2022 06 23 03 30 999 99.0 99.0  0.86 11.76  6.88 230 9999.0 999.0  14.7 999.0 99.0 99.00
2022 06 23 04 00 999 99.0 99.0  0.90 20.00  7.28 194 9999.0 999.0  14.6 999.0 99.0 99.00
2022 06 23 04 30 999 99.0 99.0  0.83 11.11  6.68 244 9999.0 999.0  14.5 999.0 99.0 99.00
2022 06 23 05 00 999 99.0 99.0  0.96 20.00  7.71 193 9999.0 999.0  14.4 999.0 99.0 99.00
2022 06 23 05 30 999 99.0 99.0  0.87 11.76  7.78 234 9999.0 999.0  14.3 999.0 99.0 99.00
2022 06 23 06 00 999 99.0 99.0  0.95 20.00  8.50 200 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 23 06 30 999 99.0 99.0  0.92 11.11  7.57 240 9999.0 999.0  13.7 999.0 99.0 99.00
2022 06 23 07 00 999 99.0 99.0  0.89 20.00  8.10 209 9999.0 999.0  13.6 999.0 99.0 99.00
2022 06 23 07 30 999 99.0 99.0  0.89 20.00  8.06 206 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 23 08 00 999 99.0 99.0  0.96 20.00  7.84 193 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 23 08 30 999 99.0 99.0  1.01 20.00  7.16 194 9999.0 999.0  13.3 999.0 99.0 99.00
2022 06 23 09 00 999 99.0 99.0  0.90 20.00  6.19 192 9999.0 999.0  13.3 999.0 99.0 99.00
2022 06 23 09 30 999 99.0 99.0  0.93 20.00  6.83 197 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 23 10 00 999 99.0 99.0  0.92 20.00  6.57 197 9999.0 999.0  13.6 999.0 99.0 99.00
2022 06 23 10 30 999 99.0 99.0  0.89 11.11  6.13 238 9999.0 999.0  13.6 999.0 99.0 99.00
2022 06 23 11 00 999 99.0 99.0  1.01 20.00  7.16 202 9999.0 999.0  13.6 999.0 99.0 99.00
2022 06 23 11 30 999 99.0 99.0  0.93 10.53  6.73 237 9999.0 999.0  13.5 999.0 99.0 99.00
2022 06 23 12 00 999 99.0 99.0  0.99 20.00  7.38 195 9999.0 999.0  13.5 999.0 99.0 99.00
2022 06 23 12 30 999 99.0 99.0  0.87 20.00  6.65 195 9999.0 999.0  13.5 999.0 99.0 99.00
2022 06 23 13 00 999 99.0 99.0  0.93 20.00  7.30 201 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 23 13 30 999 99.0 99.0  0.93 20.00  7.31 201 9999.0 999.0  13.3 999.0 99.0 99.00
2022 06 23 14 00 999 99.0 99.0  0.91 18.18  7.59 197 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 23 14 30 999 99.0 99.0  0.97 20.00  8.54 195 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 23 15 00 999 99.0 99.0  0.96 11.11  8.12 238 9999.0 999.0  14.0 999.0 99.0 99.00
2022 06 23 15 30 999 99.0 99.0  1.01 20.00  8.64 202 9999.0 999.0  14.2 999.0 99.0 99.00
2022 06 23 16 00 999 99.0 99.0  0.98 20.00  8.67 187 9999.0 999.0  14.4 999.0 99.0 99.00
2022 06 23 16 30 999 99.0 99.0  0.99 18.18  8.45 201 9999.0 999.0  14.5 999.0 99.0 99.00
2022 06 23 17 00 999 99.0 99.0  0.95 20.00  8.57 203 9999.0 999.0  14.7 999.0 99.0 99.00
2022 06 23 17 30 999 99.0 99.0  0.98 20.00  8.57 191 9999.0 999.0  14.8 999.0 99.0 99.00
2022 06 23 18 00 999 99.0 99.0  1.03 18.18  8.36 200 9999.0 999.0  14.8 999.0 99.0 99.00
2022 06 23 18 30 999 99.0 99.0  1.04 18.18  8.66 188 9999.0 999.0  14.7 999.0 99.0 99.00
2022 06 23 19 00 999 99.0 99.0  1.08 18.18  8.60 195 9999.0 999.0  14.6 999.0 99.0 99.00
2022 06 23 19 30 999 99.0 99.0  1.04 20.00  7.52 188 9999.0 999.0  14.4 999.0 99.0 99.00
2022 06 23 20 00 999 99.0 99.0  1.07 18.18  7.91 195 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 23 20 30 999 99.0 99.0  0.99 18.18  7.18 194 9999.0 999.0  14.7 999.0 99.0 99.00
2022 06 23 21 00 999 99.0 99.0  0.98 18.18  7.10 195 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 23 21 30 999 99.0 99.0  0.97 18.18  7.26 198 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 23 22 00 999 99.0 99.0  0.99 18.18  6.64 196 9999.0 999.0  14.2 999.0 99.0 99.00
2022 06 23 22 30 999 99.0 99.0  0.95 18.18  6.67 197 9999.0 999.0  14.1 999.0 99.0 99.00
2022 06 23 23 00 999 99.0 99.0  0.96 18.18  6.52 199 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 23 23 30 999 99.0 99.0  1.03 18.18  6.30 200 9999.0 999.0  13.9 999.0 99.0 99.00
2022 06 24 00 00 999 99.0 99.0  1.03 18.18  6.36 191 9999.0 999.0  13.8 999.0 99.0 99.00
2022 06 24 00 30 999 99.0 99.0  1.10 18.18  7.15 193 9999.0 999.0  13.6 999.0 99.0 99.00
2022 06 24 01 00 999 99.0 99.0  1.18 18.18  7.66 197 9999.0 999.0  13.4 999.0 99.0 99.00
2022 06 24 01 30 999 99.0 99.0  1.02 18.18  6.55 190 9999.0 999.0  13.3 999.0 99.0 99.00
