#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2022 04 18 01 30 999 99.0 99.0  0.94 13.33  4.75 226 9999.0  11.1  11.3 999.0 99.0 99.00
2022 04 18 02 00 999 99.0 99.0  0.88 14.29  5.10 217 9999.0  11.0  11.3 999.0 99.0 99.00
2022 04 18 02 30 999 99.0 99.0  0.86 14.29  5.05 206 9999.0  10.0  11.3 999.0 99.0 99.00
2022 04 18 03 00 999 99.0 99.0  0.86 13.33  4.87 225 9999.0   9.8  11.2 999.0 99.0 99.00
2022 04 18 03 30 999 99.0 99.0  0.80 13.33  5.50 229 9999.0  10.8  11.2 999.0 99.0 99.00
2022 04 18 04 00 999 99.0 99.0  0.85 14.29  5.60 208 9999.0  10.2  11.3 999.0 99.0 99.00
2022 04 18 04 30 999 99.0 99.0  0.89 12.50  5.30 222 9999.0  10.0  11.3 999.0 99.0 99.00
2022 04 18 05 00 999 99.0 99.0  0.88 12.50  5.50 237 9999.0   9.5  11.2 999.0 99.0 99.00
2022 04 18 05 30 999 99.0 99.0  0.89 12.50  6.05 237 9999.0   9.3  11.3 999.0 99.0 99.00
2022 04 18 06 00 999 99.0 99.0  0.79 14.29  5.61 206 9999.0   8.7  11.3 999.0 99.0 99.00
2022 04 18 06 30 999 99.0 99.0  0.86 12.50  5.90 221 9999.0   8.6  11.4 999.0 99.0 99.00
2022 04 18 07 00 999 99.0 99.0  0.87 14.29  5.80 200 9999.0   8.9  11.3 999.0 99.0 99.00
2022 04 18 07 30 999 99.0 99.0  0.92 12.50  6.21 228 9999.0   9.0  11.1 999.0 99.0 99.00
2022 04 18 08 00 999 99.0 99.0  0.88 14.29  6.34 200 9999.0   8.4  11.1 999.0 99.0 99.00
2022 04 18 08 30 999 99.0 99.0  0.86  7.69  6.19 243 9999.0   8.4  11.1 999.0 99.0 99.00
2022 04 18 09 00 999 99.0 99.0  0.85 14.29  6.09 196 9999.0   8.4  11.3 999.0 99.0 99.00
2022 04 18 09 30 999 99.0 99.0  0.82 11.76  6.66 230 9999.0   8.1  11.4 999.0 99.0 99.00
2022 04 18 10 00 999 99.0 99.0  0.84 14.29  7.18 198 9999.0   7.7  11.4 999.0 99.0 99.00
2022 04 18 10 30 999 99.0 99.0  0.80 11.11  6.73 231 9999.0   7.7  11.4 999.0 99.0 99.00
2022 04 18 11 00 999 99.0 99.0  0.85 11.76  6.84 237 9999.0   7.1  11.4 999.0 99.0 99.00
2022 04 18 11 30 999 99.0 99.0  0.85 11.76  6.68 236 9999.0   7.0  11.4 999.0 99.0 99.00
2022 04 18 12 00 999 99.0 99.0  0.78 11.76  6.57 227 9999.0   6.8  11.4 999.0 99.0 99.00
2022 04 18 12 30 999 99.0 99.0  0.77 14.29  6.58 196 9999.0   6.7  11.4 999.0 99.0 99.00
2022 04 18 13 00 999 99.0 99.0  0.76 14.29  6.55 198 9999.0   6.8  11.4 999.0 99.0 99.00
2022 04 18 13 30 999 99.0 99.0  0.74 14.29  6.45 192 9999.0   6.2  11.4 999.0 99.0 99.00
2022 04 18 14 00 999 99.0 99.0  0.74 11.76  6.58 236 9999.0   6.5  11.3 999.0 99.0 99.00
2022 04 18 14 30 999 99.0 99.0  0.68 14.29  6.35 199 9999.0   7.2  11.4 999.0 99.0 99.00
2022 04 18 15 00 999 99.0 99.0  0.70 14.29  6.79 193 9999.0   7.7  11.4 999.0 99.0 99.00
2022 04 18 15 30 999 99.0 99.0  0.65 14.29  6.92 198 9999.0   8.9  11.4 999.0 99.0 99.00
2022 04 18 16 00 999 99.0 99.0  0.71 11.76  7.18 228 9999.0   9.0  11.4 999.0 99.0 99.00
2022 04 18 16 30 999 99.0 99.0  0.62 14.29  7.12 200 9999.0   9.4  12.0 999.0 99.0 99.00
2022 04 18 17 00 999 99.0 99.0  0.63 11.76  7.13 225 9999.0   9.5  12.1 999.0 99.0 99.00
2022 04 18 17 30 999 99.0 99.0  0.66 13.33  7.35 206 9999.0   9.9  12.3 999.0 99.0 99.00
2022 04 18 18 00 999 99.0 99.0  0.62 14.29  7.54 197 9999.0  10.1  12.3 999.0 99.0 99.00
2022 04 18 18 30 999 99.0 99.0  0.66 13.33  7.83 197 9999.0  10.5  12.6 999.0 99.0 99.00
2022 04 18 19 00 999 99.0 99.0  0.59 14.29  7.63 199 9999.0  10.6  12.6 999.0 99.0 99.00
2022 04 18 19 30 999 99.0 99.0  0.63 14.29  8.14 203 9999.0  10.8  12.9 999.0 99.0 99.00
2022 04 18 20 00 999 99.0 99.0  0.60 14.29  7.75 206 9999.0  10.9  12.9 999.0 99.0 99.00
2022 04 18 20 30 999 99.0 99.0  0.61 13.33  8.23 211 9999.0  11.0  12.4 999.0 99.0 99.00
2022 04 18 21 00 999 99.0 99.0  0.56 14.29  7.97 195 9999.0  11.3  12.3 999.0 99.0 99.00
2022 04 18 21 30 999 99.0 99.0  0.59 14.29  8.47 199 9999.0  11.5  12.5 999.0 99.0 99.00
2022 04 18 22 00 999 99.0 99.0  0.63 13.33  8.91 214 9999.0  11.9  12.6 999.0 99.0 99.00
2022 04 18 22 30 999 99.0 99.0  0.57 14.29  8.72 207 9999.0  12.1  12.6 999.0 99.0 99.00
2022 04 18 23 00 999 99.0 99.0  0.60 13.33  8.07 215 9999.0  12.4  12.7 999.0 99.0 99.00
2022 04 18 23 30 999 99.0 99.0  0.56 14.29  6.59 211 9999.0  12.7  12.5 999.0 99.0 99.00
2022 04 19 00 00 999 99.0 99.0  0.61 11.76  7.05 238 9999.0  12.6  12.4 999.0 99.0 99.00
2022 04 19 00 30 999 99.0 99.0  0.60 14.29  7.25 210 9999.0  12.6  12.4 999.0 99.0 99.00
2022 04 19 01 00 999 99.0 99.0  0.62 14.29  8.62 210 9999.0  12.5  12.4 999.0 99.0 99.00
2022 04 19 01 30 999 99.0 99.0  0.58 13.33  8.60 219 9999.0  12.5  12.5 999.0 99.0 99.00
2022 04 19 02 00 999 99.0 99.0  0.56 14.29  8.52 214 9999.0  12.6  12.6 999.0 99.0 99.00
2022 04 19 02 30 999 99.0 99.0  0.59 13.33  8.66 220 9999.0  12.5  12.6 999.0 99.0 99.00
2022 04 19 03 00 999 99.0 99.0  0.61 15.38  9.10 208 9999.0  11.4  12.7 999.0 99.0 99.00
2022 04 19 03 30 999 99.0 99.0  0.64 13.33  9.00 207 9999.0  11.6  12.7 999.0 99.0 99.00
2022 04 19 04 00 999 99.0 99.0  0.65 14.29  9.10 213 9999.0  11.5  12.8 999.0 99.0 99.00
2022 04 19 04 30 999 99.0 99.0  0.66 12.50  8.99 223 9999.0  11.5  12.9 999.0 99.0 99.00
2022 04 19 05 00 999 99.0 99.0  0.67 12.50  8.83 228 9999.0  11.6  12.9 999.0 99.0 99.00
2022 04 19 05 30 999 99.0 99.0  0.74 12.50  8.81 225 9999.0  11.7  12.7 999.0 99.0 99.00
2022 04 19 06 00 999 99.0 99.0  0.74 14.29  8.92 207 9999.0  11.7  12.7 999.0 99.0 99.00
2022 04 19 06 30 999 99.0 99.0  0.76 14.29  8.73 206 9999.0  11.7  12.8 999.0 99.0 99.00
2022 04 19 07 00 999 99.0 99.0  0.72 12.50  8.34 218 9999.0  11.7  12.7 999.0 99.0 99.00
2022 04 19 07 30 999 99.0 99.0  0.75 13.33  7.80 203 9999.0  11.7  12.7 999.0 99.0 99.00
2022 04 19 08 00 999 99.0 99.0  0.80 14.29  7.65 208 9999.0  11.7  12.6 999.0 99.0 99.00
2022 04 19 08 30 999 99.0 99.0  0.78 14.29  7.85 203 9999.0  11.6  12.3 999.0 99.0 99.00
2022 04 19 09 00 999 99.0 99.0  0.82 14.29  8.06 205 9999.0  11.7  12.3 999.0 99.0 99.00
2022 04 19 09 30 999 99.0 99.0  0.79 11.76  7.92 233 9999.0  11.8  12.3 999.0 99.0 99.00
2022 04 19 10 00 999 99.0 99.0  0.85 16.67  8.22 198 9999.0  12.0  12.4 999.0 99.0 99.00
2022 04 19 10 30 999 99.0 99.0  0.84 14.29  8.26 206 9999.0  12.1  12.6 999.0 99.0 99.00
2022 04 19 11 00 999 99.0 99.0  0.88 14.29  8.19 203 9999.0  12.1  12.6 999.0 99.0 99.00
2022 04 19 11 30 999 99.0 99.0  0.85 14.29  7.73 208 9999.0  12.3  12.5 999.0 99.0 99.00
2022 04 19 12 00 999 99.0 99.0  0.91 12.50  7.33 228 9999.0  12.1  12.5 999.0 99.0 99.00
2022 04 19 12 30 999 99.0 99.0  0.95 14.29  6.81 223 9999.0  12.0  12.5 999.0 99.0 99.00
2022 04 19 13 00 999 99.0 99.0  0.94 14.29  6.54 212 9999.0  11.9  12.4 999.0 99.0 99.00
2022 04 19 13 30 999 99.0 99.0  1.00 12.50  6.85 228 9999.0  11.7  12.4 999.0 99.0 99.00
2022 04 19 14 00 999 99.0 99.0  0.98 14.29  6.69 199 9999.0  11.5  12.2 999.0 99.0 99.00
2022 04 19 14 30 999 99.0 99.0  0.93 13.33  6.36 210 9999.0  11.5  12.2 999.0 99.0 99.00
2022 04 19 15 00 999 99.0 99.0  1.00 14.29  7.23 214 9999.0  11.5  12.3 999.0 99.0 99.00
2022 04 19 15 30 999 99.0 99.0  0.95 12.50  7.03 223 9999.0  11.6  12.2 999.0 99.0 99.00
2022 04 19 16 00 999 99.0 99.0  0.98 11.11  7.26 231 9999.0  11.6  12.1 999.0 99.0 99.00
2022 04 19 16 30 999 99.0 99.0  1.11 12.50  7.98 222 9999.0  11.6  12.2 999.0 99.0 99.00
2022 04 19 17 00 999 99.0 99.0  1.01 13.33  7.69 214 9999.0  11.6  12.2 999.0 99.0 99.00
2022 04 19 17 30 999 99.0 99.0  1.02 14.29  7.79 215 9999.0  11.3  12.4 999.0 99.0 99.00
2022 04 19 18 00 999 99.0 99.0  0.95 11.76  7.62 230 9999.0 999.0  12.4 999.0 99.0 99.00
2022 04 19 18 30 999 99.0 99.0  1.06 12.50  8.15 223 9999.0  11.5  12.5 999.0 99.0 99.00
2022 04 19 19 00 999 99.0 99.0  1.00 13.33  7.76 227 9999.0  10.9  12.2 999.0 99.0 99.00
2022 04 19 19 30 999 99.0 99.0  0.97 16.67  7.69 200 9999.0 999.0  12.6 999.0 99.0 99.00
2022 04 19 20 00 999 99.0 99.0  0.97 13.33  7.57 228 9999.0 999.0  12.7 999.0 99.0 99.00
2022 04 19 20 30 999 99.0 99.0  1.03 16.67  7.49 199 9999.0  11.9  12.9 999.0 99.0 99.00
2022 04 19 21 00 999 99.0 99.0  1.06 13.33  7.18 223 9999.0  12.3  12.9 999.0 99.0 99.00
2022 04 19 21 30 999 99.0 99.0  1.11 12.50  6.99 233 9999.0  12.4  12.8 999.0 99.0 99.00
2022 04 19 22 00 999 99.0 99.0  1.11 12.50  6.67 236 9999.0  12.5  12.7 999.0 99.0 99.00
2022 04 19 22 30 999 99.0 99.0  1.11 12.50  6.65 230 9999.0  12.5  12.7 999.0 99.0 99.00
2022 04 19 23 00 999 99.0 99.0  1.14 12.50  6.85 238 9999.0  12.6  12.7 999.0 99.0 99.00
2022 04 19 23 30 999 99.0 99.0  1.16 14.29  6.53 206 9999.0  12.5  12.4 999.0 99.0 99.00
2022 04 20 00 00 999 99.0 99.0  1.17 11.76  6.33 241 9999.0  12.4  12.2 999.0 99.0 99.00
2022 04 20 00 30 999 99.0 99.0  1.22 11.76  6.48 240 9999.0  12.4  12.0 999.0 99.0 99.00
2022 04 20 01 00 999 99.0 99.0  1.18 15.38  6.34 191 9999.0  12.4  12.0 999.0 99.0 99.00
2022 04 20 01 30 999 99.0 99.0  1.21 11.76  6.64 243 9999.0  12.2  11.8 999.0 99.0 99.00
2022 04 20 02 00 999 99.0 99.0  1.17 15.38  6.28 199 9999.0  12.0  11.7 999.0 99.0 99.00
2022 04 20 02 30 999 99.0 99.0  1.10 15.38  5.74 200 9999.0  11.8  11.5 999.0 99.0 99.00
2022 04 20 03 00 999 99.0 99.0  1.19 15.38  6.08 198 9999.0  11.7  11.4 999.0 99.0 99.00
2022 04 20 03 30 999 99.0 99.0  1.19 11.76  6.50 245 9999.0  11.5  11.4 999.0 99.0 99.00
2022 04 20 04 00 999 99.0 99.0  1.18 15.38  7.33 211 9999.0  11.3  11.5 999.0 99.0 99.00
2022 04 20 04 30 999 99.0 99.0  1.16 11.11  7.78 245 9999.0  11.3  11.5 999.0 99.0 99.00
2022 04 20 05 00 999 99.0 99.0  1.06 15.38  7.62 219 9999.0  11.2  11.5 999.0 99.0 99.00
2022 04 20 05 30 999 99.0 99.0  1.15  7.69  7.73 249 9999.0  11.0  11.5 999.0 99.0 99.00
2022 04 20 06 00 999 99.0 99.0  1.12 11.11  7.93 245 9999.0  11.4  11.9 999.0 99.0 99.00
2022 04 20 06 30 999 99.0 99.0  1.21 11.11  8.48 244 9999.0  11.0  11.7 999.0 99.0 99.00
2022 04 20 07 00 999 99.0 99.0  1.11 14.29  8.12 212 9999.0  11.0  11.8 999.0 99.0 99.00
2022 04 20 07 30 999 99.0 99.0  1.18 13.33  8.40 220 9999.0  10.8  11.7 999.0 99.0 99.00
2022 04 20 08 00 999 99.0 99.0  1.23 14.29  8.70 214 9999.0  10.6  12.1 999.0 99.0 99.00
2022 04 20 08 30 999 99.0 99.0  1.23 15.38  8.49 204 9999.0  10.4  12.1 999.0 99.0 99.00
2022 04 20 09 00 999 99.0 99.0  1.30 13.33  9.18 223 9999.0   9.6  12.0 999.0 99.0 99.00
2022 04 20 09 30 999 99.0 99.0  1.16 15.38  8.59 206 9999.0   9.3  12.0 999.0 99.0 99.00
2022 04 20 10 00 999 99.0 99.0  1.17 14.29  8.75 216 9999.0   9.1  11.9 999.0 99.0 99.00
2022 04 20 10 30 999 99.0 99.0  1.28 15.38  9.34 198 9999.0   8.9  11.8 999.0 99.0 99.00
2022 04 20 11 00 999 99.0 99.0  1.32 13.33  9.18 235 9999.0   8.8  11.7 999.0 99.0 99.00
2022 04 20 11 30 999 99.0 99.0  1.23 13.33  9.15 225 9999.0   8.7  11.7 999.0 99.0 99.00
2022 04 20 12 00 999 99.0 99.0  1.22 12.50  9.31 237 9999.0   8.5  11.8 999.0 99.0 99.00
2022 04 20 12 30 999 99.0 99.0  1.26 13.33  9.24 231 9999.0   8.5  11.8 999.0 99.0 99.00
2022 04 20 13 00 999 99.0 99.0  1.26 13.33  9.06 231 9999.0   8.7  11.9 999.0 99.0 99.00
2022 04 20 13 30 999 99.0 99.0  1.20 13.33  8.90 224 9999.0   8.6  11.9 999.0 99.0 99.00
2022 04 20 14 00 999 99.0 99.0  1.26 13.33  9.29 228 9999.0   8.7  11.9 999.0 99.0 99.00
2022 04 20 14 30 999 99.0 99.0  1.22 13.33  9.45 223 9999.0   9.0  11.9 999.0 99.0 99.00
2022 04 20 15 00 999 99.0 99.0  1.22 15.38  9.40 195 9999.0   9.3  11.9 999.0 99.0 99.00
2022 04 20 15 30 999 99.0 99.0  1.17 13.33  8.86 214 9999.0   9.9  11.9 999.0 99.0 99.00
2022 04 20 16 00 999 99.0 99.0  1.32 11.11  9.18 238 9999.0  10.5  11.9 999.0 99.0 99.00
2022 04 20 16 30 999 99.0 99.0  1.31 11.11  9.19 242 9999.0  10.8  12.1 999.0 99.0 99.00
2022 04 20 17 00 999 99.0 99.0  1.38 10.00  9.23 241 9999.0  11.1  12.3 999.0 99.0 99.00
2022 04 20 17 30 999 99.0 99.0  1.31 11.76  9.47 237 9999.0  11.3  12.7 999.0 99.0 99.00
2022 04 20 18 00 999 99.0 99.0  1.26 11.76  9.21 235 9999.0  11.6  13.1 999.0 99.0 99.00
2022 04 20 18 30 999 99.0 99.0  1.33 11.76  9.60 237 9999.0  12.0  13.1 999.0 99.0 99.00
2022 04 20 19 00 999 99.0 99.0  1.26 11.76  9.37 235 9999.0  12.6  13.6 999.0 99.0 99.00
2022 04 20 19 30 999 99.0 99.0  1.44 12.50 10.04 230 9999.0  12.8  14.6 999.0 99.0 99.00
2022 04 20 20 00 999 99.0 99.0  1.39 11.76  9.78 234 9999.0  12.9  14.9 999.0 99.0 99.00
2022 04 20 20 30 999 99.0 99.0  1.37 11.76  9.68 231 9999.0  12.9  13.6 999.0 99.0 99.00
2022 04 20 21 00 999 99.0 99.0  1.35 11.11  9.65 235 9999.0  12.9  14.6 999.0 99.0 99.00
2022 04 20 21 30 999 99.0 99.0  1.25 12.50  9.62 240 9999.0  13.0  14.0 999.0 99.0 99.00
2022 04 20 22 00 999 99.0 99.0  1.36 12.50 10.08 236 9999.0  12.9  14.0 999.0 99.0 99.00
2022 04 20 22 30 999 99.0 99.0  1.40 12.50  9.95 234 9999.0  13.0  13.9 999.0 99.0 99.00
2022 04 20 23 00 999 99.0 99.0  1.41 12.50  9.84 238 9999.0  13.1  14.1 999.0 99.0 99.00
2022 04 20 23 30 999 99.0 99.0  1.46 12.50 10.12 243 9999.0  13.3  14.2 999.0 99.0 99.00
2022 04 21 00 00 999 99.0 99.0  1.30 11.76  9.44 240 9999.0  13.4  14.1 999.0 99.0 99.00
2022 04 21 00 30 999 99.0 99.0  1.39 11.76  9.81 238 9999.0  13.4  14.0 999.0 99.0 99.00
2022 04 21 01 00 999 99.0 99.0  1.38 11.76  9.27 238 9999.0  13.3  13.4 999.0 99.0 99.00
2022 04 21 01 30 999 99.0 99.0  1.32 12.50  8.79 240 9999.0  12.5  13.5 999.0 99.0 99.00
2022 04 21 02 00 999 99.0 99.0  1.33 11.76  8.53 237 9999.0  12.7  13.5 999.0 99.0 99.00
2022 04 21 02 30 999 99.0 99.0  1.37 11.76  8.25 239 9999.0  12.6  13.6 999.0 99.0 99.00
2022 04 21 03 00 999 99.0 99.0  1.35 12.50  7.80 232 9999.0  12.5  13.3 999.0 99.0 99.00
2022 04 21 03 30 999 99.0 99.0  1.33 11.76  7.34 239 9999.0  12.5  12.9 999.0 99.0 99.00
2022 04 21 04 00 999 99.0 99.0  1.41 11.76  7.19 238 9999.0  12.5  12.8 999.0 99.0 99.00
2022 04 21 04 30 999 99.0 99.0  1.43 11.76  6.99 235 9999.0  12.3  12.9 999.0 99.0 99.00
2022 04 21 05 00 999 99.0 99.0  1.57 11.76  6.64 238 9999.0  12.6  12.7 999.0 99.0 99.00
2022 04 21 05 30 999 99.0 99.0  1.61 11.76  6.35 240 9999.0  12.5  12.0 999.0 99.0 99.00
2022 04 21 06 00 999 99.0 99.0  1.70 11.76  5.93 240 9999.0  12.5  11.9 999.0 99.0 99.00
2022 04 21 06 30 999 99.0 99.0  1.88 11.11  6.12 241 9999.0  12.6  12.0 999.0 99.0 99.00
2022 04 21 07 00 999 99.0 99.0  1.94 11.76  5.66 237 9999.0  12.3  12.0 999.0 99.0 99.00
2022 04 21 07 30 999 99.0 99.0  1.96 11.76  5.74 234 9999.0  11.9  11.9 999.0 99.0 99.00
2022 04 21 08 00 999 99.0 99.0  1.96 11.11  5.69 235 9999.0  11.6  11.8 999.0 99.0 99.00
2022 04 21 08 30 999 99.0 99.0  1.88 11.11  5.58 239 9999.0  11.6  11.7 999.0 99.0 99.00
2022 04 21 09 00 999 99.0 99.0  1.99 12.50  6.18 228 9999.0  11.6  11.8 999.0 99.0 99.00
2022 04 21 09 30 999 99.0 99.0  1.86 11.11  5.84 237 9999.0  11.7  11.8 999.0 99.0 99.00
2022 04 21 10 00 999 99.0 99.0  1.80 12.50  5.70 223 9999.0  11.9  11.9 999.0 99.0 99.00
2022 04 21 10 30 999 99.0 99.0  1.71 12.50  5.89 226 9999.0  12.0  11.8 999.0 99.0 99.00
2022 04 21 11 00 999 99.0 99.0  1.75 12.50  6.02 227 9999.0 999.0  11.8 999.0 99.0 99.00
2022 04 21 11 30 999 99.0 99.0  1.72 11.76  5.93 235 9999.0  12.0  11.8 999.0 99.0 99.00
2022 04 21 12 00 999 99.0 99.0  1.62 11.76  6.19 231 9999.0  12.3  11.8 999.0 99.0 99.00
2022 04 21 12 30 999 99.0 99.0  1.60 11.76  6.26 236 9999.0  12.3  11.7 999.0 99.0 99.00
2022 04 21 13 00 999 99.0 99.0  1.56 11.76  6.43 237 9999.0  11.8  11.7 999.0 99.0 99.00
2022 04 21 13 30 999 99.0 99.0  1.54 10.53  6.49 241 9999.0  12.0  11.7 999.0 99.0 99.00
2022 04 21 14 00 999 99.0 99.0  1.54 10.53  6.70 237 9999.0  11.9  11.7 999.0 99.0 99.00
2022 04 21 14 30 999 99.0 99.0  1.55 11.76  6.78 233 9999.0  12.1  11.7 999.0 99.0 99.00
2022 04 21 15 00 999 99.0 99.0  1.59 11.11  6.99 232 9999.0  12.1  11.7 999.0 99.0 99.00
2022 04 21 15 30 999 99.0 99.0  1.61 11.11  7.18 237 9999.0  12.0  11.7 999.0 99.0 99.00
2022 04 21 16 00 999 99.0 99.0  1.55 10.53  7.29 233 9999.0  11.9  11.7 999.0 99.0 99.00
2022 04 21 16 30 999 99.0 99.0  1.60 11.11  7.35 237 9999.0  11.9  11.8 999.0 99.0 99.00
2022 04 21 17 00 999 99.0 99.0  1.62 10.53  7.73 241 9999.0  11.8  11.8 999.0 99.0 99.00
2022 04 21 17 30 999 99.0 99.0  1.57 11.76  7.89 238 9999.0  11.8  11.8 999.0 99.0 99.00
2022 04 21 18 00 999 99.0 99.0  1.55 11.11  7.62 241 9999.0  11.8  11.8 999.0 99.0 99.00
2022 04 21 18 30 999 99.0 99.0  1.72 11.11  7.80 237 9999.0 999.0  11.9 999.0 99.0 99.00
2022 04 21 19 00 999 99.0 99.0  1.64  9.52  7.65 243 9999.0  12.4  12.0 999.0 99.0 99.00
2022 04 21 19 30 999 99.0 99.0  1.63 11.11  7.71 240 9999.0  12.2  12.1 999.0 99.0 99.00
2022 04 21 20 00 999 99.0 99.0  1.55 11.11  7.83 241 9999.0  12.2  12.2 999.0 99.0 99.00
2022 04 21 20 30 999 99.0 99.0  1.68 10.53  8.21 244 9999.0  12.2  12.2 999.0 99.0 99.00
2022 04 21 21 00 999 99.0 99.0  1.58 10.53  7.71 241 9999.0  12.8  12.4 999.0 99.0 99.00
2022 04 21 21 30 999 99.0 99.0  1.58 10.53  7.80 243 9999.0  12.6  12.4 999.0 99.0 99.00
2022 04 21 22 00 999 99.0 99.0  1.69 11.11  8.19 239 9999.0  12.9  12.9 999.0 99.0 99.00
2022 04 21 22 30 999 99.0 99.0  1.83 11.11  7.97 234 9999.0  12.8  12.8 999.0 99.0 99.00
2022 04 21 23 00 999 99.0 99.0  2.01 11.11  7.74 234 9999.0  12.9  12.7 999.0 99.0 99.00
2022 04 21 23 30 999 99.0 99.0  1.87 11.11  7.39 236 9999.0  12.9  12.5 999.0 99.0 99.00
2022 04 22 00 00 999 99.0 99.0  2.11 11.76  7.99 234 9999.0  12.5  12.3 999.0 99.0 99.00
2022 04 22 00 30 999 99.0 99.0  1.89 10.53  7.38 234 9999.0  12.6  12.2 999.0 99.0 99.00
2022 04 22 01 00 999 99.0 99.0  2.17 11.11  8.32 234 9999.0  12.3  12.2 999.0 99.0 99.00
2022 04 22 01 30 999 99.0 99.0  2.17 11.76  8.50 239 9999.0 999.0  12.2 999.0 99.0 99.00
2022 04 22 02 00 999 99.0 99.0  2.35 11.11  8.48 235 9999.0 999.0  12.1 999.0 99.0 99.00
2022 04 22 02 30 999 99.0 99.0  2.42 11.11  8.90 239 9999.0 999.0  12.1 999.0 99.0 99.00
2022 04 22 03 00 999 99.0 99.0  2.36 16.67  9.09 230 9999.0  11.9  12.1 999.0 99.0 99.00
2022 04 22 03 30 999 99.0 99.0  2.34 16.67  9.07 235 9999.0  11.8  12.1 999.0 99.0 99.00
2022 04 22 04 00 999 99.0 99.0  2.39 11.11  8.87 237 9999.0  11.8  12.2 999.0 99.0 99.00
2022 04 22 04 30 999 99.0 99.0  2.58 12.50  9.29 230 9999.0  11.6  12.2 999.0 99.0 99.00
2022 04 22 05 00 999 99.0 99.0  2.54 11.76  9.46 237 9999.0  11.9  12.2 999.0 99.0 99.00
2022 04 22 05 30 999 99.0 99.0  2.60 11.11  9.60 237 9999.0  11.9  12.2 999.0 99.0 99.00
2022 04 22 06 00 999 99.0 99.0  2.68 12.50  9.84 241 9999.0  11.8  12.2 999.0 99.0 99.00
2022 04 22 06 30 999 99.0 99.0  2.71 16.67 10.01 232 9999.0  11.9  12.2 999.0 99.0 99.00
2022 04 22 07 00 999 99.0 99.0  2.73 16.67  9.97 232 9999.0  11.8  12.2 999.0 99.0 99.00
2022 04 22 07 30 999 99.0 99.0  2.91 13.33 10.66 234 9999.0  11.6  12.2 999.0 99.0 99.00
2022 04 22 08 00 999 99.0 99.0  2.96 16.67 10.83 237 9999.0 999.0  12.2 999.0 99.0 99.00
2022 04 22 08 30 999 99.0 99.0  3.08 16.67 11.10 236 9999.0 999.0  12.2 999.0 99.0 99.00
2022 04 22 09 00 999 99.0 99.0  2.86 12.50 10.77 241 9999.0 999.0  12.2 999.0 99.0 99.00
2022 04 22 09 30 999 99.0 99.0  3.37 16.67 11.84 236 9999.0  11.3  12.2 999.0 99.0 99.00
2022 04 22 10 00 999 99.0 99.0  3.19 16.67 12.13 237 9999.0  11.1  12.3 999.0 99.0 99.00
2022 04 22 10 30 999 99.0 99.0  2.94 16.67 11.60 232 9999.0  11.1  12.3 999.0 99.0 99.00
2022 04 22 11 00 999 99.0 99.0  3.05 16.67 11.92 235 9999.0  11.0  12.4 999.0 99.0 99.00
2022 04 22 11 30 999 99.0 99.0  3.24 13.33 11.88 236 9999.0  10.2  12.4 999.0 99.0 99.00
2022 04 22 12 00 999 99.0 99.0  3.02 16.67 11.84 233 9999.0  10.1  12.4 999.0 99.0 99.00
2022 04 22 12 30 999 99.0 99.0  3.02 15.38 12.00 241 9999.0  10.1  12.4 999.0 99.0 99.00
2022 04 22 13 00 999 99.0 99.0  3.23 16.67 12.01 231 9999.0   8.9  12.4 999.0 99.0 99.00
2022 04 22 13 30 999 99.0 99.0  3.13 15.38 11.98 236 9999.0 999.0  12.4 999.0 99.0 99.00
2022 04 22 14 00 999 99.0 99.0  3.27 15.38 11.99 231 9999.0 999.0  12.4 999.0 99.0 99.00
2022 04 22 14 30 999 99.0 99.0  3.26 15.38 12.02 232 9999.0 999.0  12.5 999.0 99.0 99.00
2022 04 22 15 00 999 99.0 99.0  3.19 14.29 11.66 231 9999.0  10.6  12.6 999.0 99.0 99.00
2022 04 22 15 30 999 99.0 99.0  3.12 15.38 11.34 226 9999.0  10.8  12.7 999.0 99.0 99.00
2022 04 22 16 00 999 99.0 99.0  2.95 16.67 11.31 223 9999.0  11.1  12.7 999.0 99.0 99.00
2022 04 22 16 30 999 99.0 99.0  2.55 15.38 10.49 236 9999.0  11.7  12.7 999.0 99.0 99.00
2022 04 22 17 00 999 99.0 99.0  3.30 15.38 11.44 232 9999.0  11.2  12.8 999.0 99.0 99.00
2022 04 22 17 30 999 99.0 99.0  2.96 15.38 10.96 232 9999.0  11.2  12.8 999.0 99.0 99.00
2022 04 22 18 00 999 99.0 99.0  2.93 16.67 10.59 223 9999.0  11.3  12.8 999.0 99.0 99.00
2022 04 22 18 30 999 99.0 99.0  2.83 15.38 10.48 230 9999.0  11.5  12.9 999.0 99.0 99.00
2022 04 22 19 00 999 99.0 99.0  2.78 15.38 10.55 234 9999.0  11.6  13.0 999.0 99.0 99.00
2022 04 22 19 30 999 99.0 99.0  2.82 14.29 10.31 232 9999.0  11.8  13.0 999.0 99.0 99.00
2022 04 22 20 00 999 99.0 99.0  2.94 15.38 10.91 234 9999.0  11.7  13.1 999.0 99.0 99.00
2022 04 22 20 30 999 99.0 99.0  2.90 15.38 10.43 231 9999.0  11.7  13.1 999.0 99.0 99.00
